订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20263791,41.560,NP01,43.00 ,7000,
A20263792,35.800,NP01,43.00 ,5900,
A20263793,35.573,NP01,43.00 ,5900,
A20263794,41.600,NP01,43.00 ,5900,
A20263795,47.740,NP01,43.00 ,5900,
A20263796,35.547,NP01,43.00 ,5900,
A20263797,23.051,NP01,43.00 ,8050,
A20263798,26.928,NP01,43.00 ,8050,
A20263799,38.716,NP01,43.00 ,5900,
A20263800,36.712,NP01,43.00 ,4900,
A20263801,102.424,NP01,43.00 ,4900,
A20263802,31.930,NP01,43.00 ,4900,
A20263803,74.510,NP01,43.00 ,4900,
A20263804,17.493,NP01,43.00 ,4900,
A20263805,48.949,NP01,43.00 ,4900,
A20263806,23.786,NP01,43.00 ,4900,
A20263807,85.828,NP01,43.00 ,4900,
A20263808,31.880,NP01,43.00 ,4900,
A20263809,49.473,NP01,43.00 ,4900,
A20263810,49.480,NP01,43.00 ,6100,
A20263811,61.687,NP01,43.00 ,6100,
A20263812,123.597,NP01,43.00 ,6100,
A20263813,17.623,NP01,43.00 ,6100,
A20263814,146.000,NP01,43.00 ,6100,
A20263815,131.100,NP01,43.00 ,6100,
A20263816,101.080,NP01,43.00 ,6100,
A20263817,22.453,NP01,43.00 ,5060,
A20263818,41.160,NP01,43.00 ,5060,
A20263819,23.842,NP01,43.00 ,7240,
A20263820,17.294,NP01,43.00 ,6100,
A20263821,46.633,NP01,43.00 ,6100,
A20263822,50.710,NP01,43.00 ,6100,
A20263823,51.184,NP01,43.00 ,6100,
A20263824,46.186,NP01,43.00 ,4900,
A20263825,30.289,NP01,43.00 ,4900,
A20263826,66.000,NP01,43.00 ,4900,
A20263827,23.380,NP01,43.00 ,4900,
A20263828,53.837,NP01,43.00 ,5600,
A20263829,119.987,NP01,43.00 ,5600,
A20263830,101.212,NP01,43.00 ,11400,
A20263831,41.208,NP01,43.00 ,4900,
A20263832,131.320,NP01,43.00 ,4900,
A20263833,86.510,NP01,43.00 ,8280,
A20263834,33.790,NP01,43.00 ,8280,
A20263835,26.052,NP01,43.00 ,4900,
A20263836,26.052,NP01,43.00 ,4900,
A20263837,26.052,NP01,43.00 ,4900,
A20263838,26.052,NP01,43.00 ,4900,
A20263839,55.742,NP01,43.00 ,4900,
A20263840,64.527,NP01,43.00 ,4500,
A20263841,30.790,NP01,43.00 ,4500,
A20263842,37.863,NP01,43.00 ,4700,
A20263843,29.940,NP01,43.00 ,4900,
A20263844,29.940,NP01,43.00 ,5150,
A20263845,29.940,NP01,43.00 ,4900,
A20263846,67.420,NP01,43.00 ,5360,
A20263847,17.625,NP01,43.00 ,8230,
A20263848,96.600,NP01,43.00 ,11050,
A20263849,139.330,NP01,43.00 ,8400,
A20263850,59.984,NP01,43.00 ,6780,
A20263851,84.376,NP01,43.00 ,7960,
A20263852,35.780,NP01,43.00 ,6840,
A20263853,29.635,NP01,43.00 ,9000,
A20263854,66.505,NP01,43.00 ,8900,
A20263855,41.655,NP01,43.00 ,6400,
A20263856,41.655,NP01,43.00 ,4900,
A20263857,41.615,NP01,43.00 ,4900,
A20263858,47.698,NP01,43.00 ,4900,
A20263859,23.380,NP01,43.00 ,4900,
A20263860,41.368,NP01,43.00 ,4900,
A20263861,45.147,NP01,43.00 ,4500,
A20263862,24.356,NP01,43.00 ,5400,
A20263863,45.729,NP01,43.00 ,4900,
A20263864,56.600,NP01,43.00 ,4900,
A20263865,60.548,NP01,43.00 ,4900,
A20263866,21.776,NP01,43.00 ,6900,
A20263867,72.027,NP01,43.00 ,4900,
A20263868,41.585,NP01,43.00 ,5900,
A20263869,41.585,NP01,43.00 ,5900,
A20263870,41.585,NP01,43.00 ,5900,
A20263871,23.382,NP01,43.00 ,6900,
A20263872,23.391,NP01,43.00 ,6900,
A20263873,35.528,NP01,43.00 ,7000,
A20263874,56.784,NP01,43.00 ,7000,
A20263875,36.070,NP01,43.00 ,7000,
A20263876,31.925,NP01,43.00 ,7000,
A20263877,51.184,NP01,43.00 ,7000,
A20263878,31.250,NP01,43.00 ,7000,
A20263879,46.578,NP01,43.00 ,7000,
A20263880,17.026,NP01,43.00 ,7000,
A20263881,17.265,NP01,43.00 ,7000,
A20263882,111.300,NP01,43.00 ,7000,
A20263883,23.810,NP01,43.00 ,5900,
A20263884,59.883,NP01,43.00 ,5900,
A20263885,27.692,NP01,43.00 ,5900,
A20263886,52.490,NP01,43.00 ,5900,
A20263887,52.490,NP01,43.00 ,5900,
A20263888,44.240,NP01,43.00 ,5900,
A20263889,48.370,NP01,43.00 ,5900,
A20263890,63.644,NP01,43.00 ,5900,
A20263891,73.488,NP01,43.00 ,5900,
A20263892,31.922,NP01,43.00 ,5900,
A20263893,77.520,NP01,43.00 ,5900,
A20263894,31.925,NP01,43.00 ,5900,
A20263895,60.388,NP01,43.00 ,5900,
A20263896,52.190,NP01,43.00 ,5900,
A20263897,49.480,NP01,43.00 ,5900,
A20263898,49.480,NP01,43.00 ,4900,
A20263899,126.030,NP01,43.00 ,4900,
A20263900,30.328,NP01,43.00 ,6400,
A20263901,144.930,NP01,43.00 ,5400,
A20263902,87.688,NP01,43.00 ,5900,
A20263903,23.760,NP01,43.00 ,5900,
A20263904,27.788,NP01,43.00 ,5900,
A20263905,27.788,NP01,43.00 ,5900,
A20263906,36.082,NP01,43.00 ,5900,
A20263907,48.505,NP01,43.00 ,5900,
A20263908,81.733,NP01,43.00 ,5900,
A20263909,56.847,NP01,43.00 ,7000,
A20263910,73.360,NP01,43.00 ,6900,
A20263911,31.920,NP01,43.00 ,6900,
A20263912,81.656,NP01,43.00 ,5900,
A20263913,64.968,NP01,43.00 ,4900,
A20263914,36.082,NP01,43.00 ,4900,
A20263915,42.665,NP01,43.00 ,4900,
A20263916,17.453,NP01,43.00 ,4901,
A20263917,38.005,NP01,43.00 ,4901,
A20263918,54.540,NP01,43.00 ,7900,
A20263919,34.858,NP01,43.00 ,4940,
A20263920,42.450,NP01,43.00 ,4900,
A20263921,70.130,NP01,43.00 ,4900,
A20263922,90.903,NP01,43.00 ,4900,
A20263923,47.995,NP01,43.00 ,4900,
A20263924,23.468,NP01,43.00 ,4900,
A20263925,71.920,NP01,43.00 ,5970,
A20263926,45.335,NP01,43.00 ,5970,
A20263927,37.765,NP01,43.00 ,5900,
A20263928,45.355,NP01,43.00 ,5700,
A20263929,65.007,NP01,43.00 ,5220,
A20263930,55.650,NP01,43.00 ,4900,
A20263931,121.520,NP01,43.00 ,4901,
A20263932,139.890,NP01,43.00 ,4901,
A20263933,139.910,NP01,43.00 ,4901,
A20263934,84.720,NP01,43.00 ,4901,
A20263935,89.043,NP01,43.00 ,4901,
A20263936,17.352,NP01,43.00 ,6400,
A20263937,27.019,NP01,43.00 ,6400,
A20263938,23.424,NP01,43.00 ,5000,
A20263939,23.420,NP01,43.00 ,5000,
A20263940,23.420,NP01,43.00 ,4600,
A20263941,29.560,NP01,43.00 ,6350,
A20263942,29.533,NP01,43.00 ,6350,
A20263943,29.527,NP01,43.00 ,10900,
A20263944,27.061,NP01,43.00 ,6540,
A20263945,59.848,NP01,43.00 ,4900,
A20263946,23.424,NP01,43.00 ,4901,
A20263947,29.431,NP01,43.00 ,4901,
A20263948,29.434,NP01,43.00 ,4901,
A20263949,42.685,NP01,43.00 ,4900,
A20263950,36.388,NP01,43.00 ,4900,
A20263951,51.220,NP01,43.00 ,6400,
A20263952,111.220,NP01,43.00 ,6400,
A20263953,51.220,NP01,43.00 ,6400,
A20263954,21.220,NP01,43.00 ,6400,
A20263955,26.220,NP01,43.00 ,4900,
A20263956,46.240,NP01,43.00 ,4900,
A20263957,36.165,NP01,43.00 ,5995,
A20263958,17.340,NP01,43.00 ,5330,
A20263959,36.155,NP01,43.00 ,5330,
A20263960,26.200,NP01,43.00 ,5080,
A20263961,26.160,NP01,43.00 ,5080,
A20263962,56.135,NP01,43.00 ,6100,
A20263963,50.700,NP01,43.00 ,4900,
A20263964,34.768,NP01,43.00 ,4900,
A20263965,26.912,NP01,43.00 ,5300,
A20263966,111.180,NP01,43.00 ,4901,
A20263967,42.446,NP01,43.00 ,4901,
A20263968,23.714,NP01,43.00 ,4750,
A20263969,86.160,NP01,43.00 ,4525,
A20263970,36.240,NP01,43.00 ,4780,
A20263971,76.295,NP01,43.00 ,4900,
A20263972,48.977,NP01,43.00 ,4950,
A20263973,23.826,NP01,43.00 ,5400,
A20263974,30.139,NP01,43.00 ,5400,
A20263975,30.700,NP01,43.00 ,5400,
A20263976,40.558,NP01,43.00 ,5400,
A20263977,31.080,NP01,43.00 ,6400,
A20263978,46.005,NP01,43.00 ,6400,
A20263979,31.935,NP01,43.00 ,6400,
A20263980,23.641,NP01,43.00 ,6400,
A20263981,30.289,NP01,43.00 ,4901,
A20263982,30.279,NP01,43.00 ,4901,
A20263983,30.220,NP01,43.00 ,6400,
A20263984,31.147,NP01,43.00 ,5900,
A20263985,26.196,NP01,43.00 ,4900,
A20263986,81.176,NP01,43.00 ,4900,
A20263987,66.222,NP01,43.00 ,4900,
A20263988,23.350,NP01,43.00 ,4900,
A20263989,47.650,NP01,43.00 ,4901,
A20263990,23.500,NP01,43.00 ,4901,
A20263991,41.950,NP01,43.00 ,6400,
A20263992,41.755,NP01,43.00 ,4900,
A20263993,72.310,NP01,43.00 ,4900,
A20263994,41.607,NP01,43.00 ,4900,
A20263995,44.368,NP01,43.00 ,4900,
A20263996,31.922,NP01,43.00 ,4900,
A20263997,19.494,NP01,43.00 ,4900,
A20263998,30.220,NP01,43.00 ,4900,
A20263999,36.226,NP01,43.00 ,4900,
A20264000,21.174,NP01,43.00 ,6400,
A20264001,21.186,NP01,43.00 ,4900,
A20264002,31.184,NP01,43.00 ,4900,
A20264003,21.110,NP01,43.00 ,4900,
A20264004,16.165,NP01,43.00 ,4900,
A20264005,66.105,NP01,43.00 ,4500,
A20264006,31.140,NP01,43.00 ,8150,
A20264007,71.140,NP01,43.00 ,7200,
A20264008,56.902,NP01,43.00 ,7080,
A20264009,112.205,NP01,43.00 ,4900,
A20264010,70.985,NP01,43.00 ,4900,
A20264011,38.375,NP01,43.00 ,4900,
A20264012,27.447,NP01,43.00 ,4900,
A20264013,143.720,NP01,43.00 ,4900,
A20264014,61.680,NP01,43.00 ,4900,
A20264015,31.245,NP01,43.00 ,4900,
A20264016,26.155,NP01,43.00 ,4900,
A20264017,51.300,NP01,43.00 ,4900,
A20264018,46.270,NP01,43.00 ,4900,
A20264019,46.270,NP01,43.00 ,4900,
A20264020,23.350,NP01,43.00 ,4900,
A20264021,30.232,NP01,43.00 ,4900,
A20264022,31.935,NP01,43.00 ,4900,
A20264023,31.935,NP01,43.00 ,4900,
A20264024,23.491,NP01,43.00 ,4900,
A20264025,19.480,NP01,43.00 ,4900,
A20264026,36.082,NP01,43.00 ,4900,
A20264027,48.877,NP01,43.00 ,4900,
A20264028,16.583,NP01,43.00 ,4900,
A20264029,44.360,NP01,43.00 ,4900,
A20264030,40.145,NP01,43.00 ,4900,
A20264031,23.478,NP01,43.00 ,4900,
A20264032,54.173,NP01,43.00 ,4900,
A20264033,36.576,NP01,43.00 ,4900,
A20264034,42.920,NP01,43.00 ,4900,
A20264035,23.948,NP01,43.00 ,7400,
A20264036,29.655,NP01,43.00 ,6600,
A20264037,21.743,NP01,43.00 ,6300,
A20264038,90.630,NP01,43.00 ,10900,
A20264039,30.115,NP01,43.00 ,11000,
A20264040,130.919,NP01,43.00 ,8970,
A20264041,26.155,NP01,43.00 ,8970,
A20264042,26.185,NP01,43.00 ,8100,
A20264043,16.195,NP01,43.00 ,8780,
A20264044,31.170,NP01,43.00 ,9340,
A20264045,91.280,NP01,43.00 ,9340,
A20264046,71.240,NP01,43.00 ,9340,
A20264047,36.220,NP01,43.00 ,10000,
A20264048,46.220,NP01,43.00 ,10060,
A20264049,56.195,NP01,43.00 ,10060,
A20264050,36.135,NP01,43.00 ,5300,
A20264051,31.240,NP01,43.00 ,5300,
A20264052,31.280,NP01,43.00 ,5200,
A20264053,124.760,NP01,43.00 ,4900,
A20264054,102.081,NP01,43.00 ,4900,
A20264055,40.229,NP01,43.00 ,4900,
A20264056,48.527,NP01,43.00 ,3800,
A20264057,19.488,NP01,43.00 ,4600,
A20264058,56.784,NP01,43.00 ,4900,
A20264059,56.696,NP01,43.00 ,4900,
A20264060,49.264,NP01,43.00 ,6000,
A20264061,30.236,NP01,43.00 ,4900,
A20264062,27.740,NP01,43.00 ,4900,
A20264063,27.744,NP01,43.00 ,6400,
A20264064,23.418,NP01,43.00 ,6400,
A20264065,23.418,NP01,43.00 ,4900,
A20264066,29.707,NP01,43.00 ,4900,
A20264067,16.488,NP01,43.00 ,4900,
A20264068,29.525,NP01,43.00 ,4900,
A20264069,29.522,NP01,43.00 ,4900,
A20264070,23.350,NP01,43.00 ,4900,
A20264071,24.356,NP01,43.00 ,6400,
A20264072,36.082,NP01,43.00 ,4900,
A20264073,23.495,NP01,43.00 ,4900,
A20264074,31.665,NP01,43.00 ,4901,
A20264075,23.482,NP01,43.00 ,4901,
A20264076,26.987,NP01,43.00 ,4901,
A20264077,96.860,NP01,43.00 ,6400,
A20264078,47.968,NP01,43.00 ,6400,
A20264079,47.972,NP01,43.00 ,6400,
A20264080,42.951,NP01,43.00 ,6400,
A20264081,74.760,NP01,43.00 ,6400,
A20264082,29.560,NP01,43.00 ,6400,
A20264083,29.600,NP01,43.00 ,5550,
A20264084,23.422,NP01,43.00 ,6700,
A20264085,29.650,NP01,43.00 ,5900,
A20264086,27.639,NP01,43.00 ,5700,
A20264087,47.650,NP01,43.00 ,4900,
A20264088,29.430,NP01,43.00 ,4900,
A20264089,54.267,NP01,43.00 ,4900,
A20264090,42.842,NP01,43.00 ,6400,
A20264091,78.223,NP01,43.00 ,4750,
A20264092,14.564,NP01,43.00 ,4900,
A20264093,34.746,NP01,43.00 ,6100,
A20264094,26.910,NP01,43.00 ,4550,
A20264095,99.568,NP01,43.00 ,5270,
A20264096,76.718,NP01,43.00 ,4900,
A20264097,36.220,NP01,43.00 ,4900,
A20264098,67.480,NP01,43.00 ,4900,
A20264099,110.860,NP01,43.00 ,4900,
A20264100,29.980,NP01,43.00 ,4900,
A20264101,42.440,NP01,43.00 ,4900,
A20264102,49.168,NP01,43.00 ,4900,
A20264103,23.842,NP01,43.00 ,6900,
A20264104,55.444,NP01,43.00 ,4150,
A20264105,56.630,NP01,43.00 ,4900,
A20264106,44.224,NP01,43.00 ,6100,
A20264107,44.224,NP01,43.00 ,6100,
A20264108,23.468,NP01,43.00 ,6100,
A20264109,84.808,NP01,43.00 ,6100,
A20264110,38.544,NP01,43.00 ,6150,
A20264111,22.176,NP01,43.00 ,4450,
A20264112,29.694,NP01,43.00 ,4900,
A20264113,103.330,NP01,43.00 ,4600,
A20264114,42.980,NP01,43.00 ,5400,
A20264115,35.490,NP01,43.00 ,4900,
A20264116,20.236,NP01,43.00 ,4900,
A20264117,99.124,NP01,43.00 ,7900,
A20264118,29.527,GC-1,55.00 ,4901,
A20264119,27.061,GC-1,55.00 ,4900,
A20264120,59.848,GC-1,55.00 ,4900,
A20264121,23.424,GC-1,55.00 ,6400,
A20264122,29.431,GC-1,55.00 ,6400,
A20264123,29.434,GC-1,55.00 ,7900,
A20264124,42.685,GC-1,55.00 ,7900,
A20264125,36.388,GC-1,55.00 ,7900,
A20264126,51.220,GC-1,55.00 ,4900,
A20264127,111.220,GC-1,55.00 ,4900,
A20264128,51.220,GC-1,55.00 ,6360,
A20264129,21.220,GC-1,55.00 ,6070,
A20264130,26.220,GC-1,55.00 ,6140,
A20264131,46.240,GC-1,55.00 ,6200,
A20264132,36.165,GC-1,55.00 ,6200,
A20264133,17.340,GC-1,55.00 ,5840,
A20264134,36.155,GC-1,55.00 ,6100,
A20264135,60.340,GC-1,55.00 ,7900,
A20264136,121.720,GC-1,55.00 ,4900,
A20264137,115.700,GC-1,55.00 ,6400,
A20264138,29.660,GC-1,55.00 ,6400,
A20264139,35.552,GC-1,55.00 ,6400,
A20264140,35.564,GC-2,20.00 ,4900,
A20264141,97.288,GC-2,20.00 ,6550,
A20264142,27.012,GC-2,20.00 ,6550,
A20264143,36.148,GC-2,20.00 ,6550,
A20264144,31.705,GC-2,20.00 ,6250,
A20264145,19.516,GC-2,20.00 ,6250,
A20264146,69.411,GC-2,20.00 ,6650,
A20264147,40.145,GC-2,20.00 ,6650,
A20264148,23.378,GC-2,20.00 ,6650,
A20264149,54.140,GC-2,20.00 ,6650,
A20264150,93.600,GC-2,20.00 ,4700,
A20264151,23.560,GC-2,20.00 ,6800,
A20264152,143.300,GC-2,20.00 ,6400,
A20264153,73.225,GC-2,20.00 ,6400,
A20264154,40.157,GC-2,20.00 ,3900,
A20264155,34.993,GC-2,20.00 ,4900,
A20264156,126.440,GC-2,20.00 ,4900,
A20264157,56.429,GC-2,20.00 ,4900,
A20264158,23.348,GC-2,20.00 ,4900,
A20264159,97.531,GC-2,20.00 ,10680,
A20264160,52.270,GC-2,20.00 ,4700,
A20264161,52.174,GC-2,20.00 ,4950,
A20264162,31.880,GC-2,20.00 ,6100,
A20264163,76.900,GC-2,20.00 ,6100,
A20264164,52.200,GC-2,20.00 ,6100,
A20264165,15.144,GC-2,20.00 ,6100,
A20264166,15.144,GC-2,20.00 ,6100,
A20264167,14.905,GC-2,20.00 ,6100,
A20264168,19.980,GC-2,20.00 ,6100,
A20264169,29.970,GC-2,20.00 ,5018,
A20264170,57.291,GC-2,20.00 ,6100,
A20264171,114.555,GC-2,20.00 ,6100,
A20264172,63.660,GC-2,20.00 ,4900,
A20264173,12.276,GC-2,20.00 ,5000,
A20264174,18.420,GC-2,20.00 ,5000,
A20264175,24.920,GC-2,20.00 ,5000,
A20264176,48.960,GC-2,20.00 ,5100,
A20264177,38.082,GC-2,20.00 ,5200,
A20264178,24.648,GC-2,20.00 ,5200,
A20264179,20.450,GC-2,20.00 ,6400,
A20264180,20.258,GC-2,20.00 ,6400,
A20264181,24.540,GC-2,20.00 ,6400,
A20264182,53.170,GC-2,20.00 ,6400,
A20264183,75.804,GC-2,20.00 ,6400,
A20264184,25.182,GC-2,20.00 ,6400,
A20264185,61.100,GC-2,20.00 ,6400,
A20264186,12.216,GC-3,56.00 ,4900,
A20264187,30.613,GC-3,56.00 ,4900,
A20264188,12.086,GC-3,56.00 ,6400,
A20264189,12.400,GC-3,56.00 ,4900,
A20264190,12.284,GC-3,56.00 ,4900,
A20264191,6.146,GC-3,56.00 ,4900,
A20264192,31.830,GC-3,56.00 ,4900,
A20264193,50.448,GC-3,56.00 ,4900,
A20264194,56.727,GC-3,56.00 ,4900,
A20264195,75.668,GC-3,56.00 ,6400,
A20264196,57.008,GC-3,56.00 ,7750,
A20264197,19.431,GC-3,56.00 ,7750,
A20264198,19.434,GC-3,56.00 ,7750,
A20264199,32.685,GC-3,56.00 ,7750,
A20264200,26.388,GC-3,56.00 ,7750,
A20264201,41.220,GC-3,56.00 ,7750,
A20264202,101.220,GC-3,56.00 ,7750,
A20264203,41.220,GC-3,56.00 ,7750,
A20264204,11.220,GC-3,56.00 ,4900,
A20264205,16.220,GC-3,56.00 ,4900,
A20264206,36.240,GC-3,56.00 ,4900,
A20264207,26.165,GC-3,56.00 ,7000,
A20264208,7.340,GC-3,56.00 ,5900,
A20264209,26.155,GC-3,56.00 ,4400,
A20264210,16.200,GC-3,56.00 ,7000,
A20264211,16.160,GC-3,56.00 ,7000,
A20264212,46.135,GC-3,56.00 ,5900,
A20264213,40.700,GC-3,56.00 ,7000,
A20264214,24.768,GC-3,56.00 ,7000,
A20264215,16.912,GC-3,56.00 ,7000,
A20264216,101.180,GC-3,56.00 ,7000,
A20264217,32.446,GC-3,56.00 ,7000,
A20264218,13.714,GC-3,56.00 ,7000,
A20264219,76.160,GC-3,56.00 ,5900,
A20264220,26.240,GC-3,56.00 ,5900,
A20264221,66.295,GC-3,56.00 ,5900,
A20264222,38.977,GC-3,56.00 ,5900,
A20264223,13.826,GC-3,56.00 ,5900,
A20264224,20.139,GC-3,56.00 ,8050,
A20264225,20.700,GC-3,56.00 ,8050,
A20264226,30.558,GC-3,56.00 ,5900,
A20264227,21.080,GC-3,56.00 ,4900,
A20264228,36.005,GC-3,56.00 ,4900,
A20264229,21.935,GC-3,56.00 ,4900,
A20264230,13.641,GC-3,56.00 ,4900,
A20264231,20.289,GC-3,56.00 ,4900,
A20264232,20.279,GC-3,56.00 ,4900,
A20264233,20.220,GC-3,56.00 ,4900,
A20264234,21.147,GC-3,56.00 ,4900,
A20264235,16.196,GC-3,56.00 ,4900,
A20264236,71.176,GC-3,56.00 ,4900,
A20264237,56.222,GC-3,56.00 ,6100,
A20264238,13.350,GC-3,56.00 ,6100,
A20264239,37.650,GC-3,56.00 ,6100,
A20264240,13.500,GC-3,56.00 ,6100,
A20264241,31.950,GC-3,56.00 ,6100,
A20264242,31.755,GC-3,56.00 ,6100,
A20264243,62.310,GC-3,56.00 ,6100,
A20264244,31.607,GC-3,56.00 ,5060,
A20264245,34.368,GC-3,56.00 ,5060,
A20264246,27.639,GC-3,56.00 ,7240,
A20264247,47.650,GC-3,56.00 ,6100,
A20264248,29.430,GC-3,56.00 ,6100,
A20264249,54.267,GC-3,56.00 ,6100,
A20264250,42.842,GC-3,56.00 ,6100,
A20264251,78.223,GC-3,56.00 ,4900,
A20264252,14.564,GC-3,56.00 ,4900,
A20264253,34.746,GC-3,56.00 ,4900,
A20264254,26.910,GC-3,56.00 ,4900,
A20264255,99.568,GC-3,56.00 ,5600,
A20264256,76.718,GC-3,56.00 ,5600,
A20264257,36.220,GC-3,56.00 ,11400,
A20264258,67.480,GC-3,56.00 ,4900,
A20264259,110.860,GC-4,32.00 ,4900,
A20264260,29.980,GC-4,32.00 ,8280,
A20264261,42.440,GC-4,32.00 ,8280,
A20264262,49.168,GC-4,32.00 ,4900,
A20264263,23.842,GC-4,32.00 ,4900,
A20264264,55.444,GC-4,32.00 ,4900,
A20264265,56.630,GC-4,32.00 ,4900,
A20264266,44.224,GC-4,32.00 ,4900,
A20264267,44.224,GC-4,32.00 ,4500,
A20264268,23.468,GC-4,32.00 ,4500,
A20264269,84.808,GC-4,32.00 ,4700,
A20264270,38.544,GC-4,32.00 ,4900,
A20264271,22.176,GC-4,32.00 ,5150,
A20264272,29.694,GC-4,32.00 ,4900,
A20264273,103.330,GC-4,32.00 ,5360,
A20264274,42.980,GC-4,32.00 ,8230,
A20264275,35.490,GC-4,32.00 ,11050,
A20264276,20.236,GC-4,32.00 ,8400,
A20264277,99.124,GC-4,32.00 ,6780,
A20264278,29.527,GC-4,32.00 ,7960,
A20264279,27.061,GC-4,32.00 ,6840,
A20264280,59.848,GC-4,32.00 ,9000,
A20264281,23.424,GC-4,32.00 ,8900,
A20264282,29.431,GC-4,32.00 ,6400,
A20264283,29.434,GC-4,32.00 ,4900,
A20264284,42.685,GC-4,32.00 ,4900,
A20264285,36.388,GC-4,32.00 ,4900,
A20264286,51.220,GC-4,32.00 ,4900,
A20264287,111.220,GC-4,32.00 ,4900,
A20264288,51.220,GC-4,32.00 ,4500,
A20264289,21.220,GC-4,32.00 ,5400,
A20264290,26.220,GC-4,32.00 ,4900,
A20264291,46.240,GC-4,32.00 ,4900,
A20264292,36.165,GC-4,32.00 ,4900,
A20264293,17.340,GC-4,32.00 ,6900,
A20264294,36.155,GC-4,32.00 ,4900,
A20264295,60.340,GC-4,32.00 ,5900,
A20264296,121.720,GC-4,32.00 ,5900,
A20264297,115.700,GC-4,32.00 ,5900,
A20264298,29.660,GC-4,32.00 ,6900,
A20264299,35.552,GC-4,32.00 ,6900,
A20264300,35.564,GC-4,32.00 ,7000,
A20264301,97.288,GC-4,32.00 ,7000,
A20264302,27.012,GC-4,32.00 ,7000,
A20264303,36.148,GC-4,32.00 ,7000,
A20264304,31.705,GC-4,32.00 ,7000,
A20264305,19.516,GC-4,32.00 ,7000,
A20264306,69.411,GC-4,32.00 ,7000,
A20264307,40.145,GC-4,32.00 ,7000,
A20264308,23.378,GC-4,32.00 ,7000,
A20264309,54.140,GC-4,32.00 ,7000,
A20264310,93.600,GC-4,32.00 ,5900,
A20264311,23.560,GC-4,32.00 ,5900,
A20264312,143.300,GC-4,32.00 ,5900,
A20264313,73.225,GC-4,32.00 ,5900,
A20264314,40.157,GC-4,32.00 ,5900,
A20264315,34.993,GC-4,32.00 ,5900,
A20264316,126.440,GC-4,32.00 ,5900,
A20264317,56.429,GC-4,32.00 ,5900,
A20264318,23.348,GC-4,32.00 ,5900,
A20264319,97.531,GC-4,32.00 ,5900,
A20264320,52.270,GC-4,32.00 ,5900,
A20264321,52.174,GC-4,32.00 ,5900,
A20264322,31.880,GC-4,32.00 ,5900,
A20264323,76.900,GC-4,32.00 ,5900,
A20264324,52.200,GC-4,32.00 ,5900,
A20264325,15.144,GC-4,32.00 ,4900,
A20264326,15.144,GC-4,32.00 ,4900,
A20264327,14.905,GC-4,32.00 ,6400,
A20264328,19.980,GC-4,32.00 ,5400,
A20264329,29.970,GC-4,32.00 ,5900,
A20264330,57.291,GC-4,32.00 ,5900,
A20264331,114.555,GC-4,32.00 ,5900,
A20264332,22.253,GC-4,32.00 ,5900,
A20264333,40.620,GC-4,32.00 ,5900,
A20264334,25.320,GC-4,32.00 ,5900,
A20264335,116.782,GC-4,32.00 ,5900,
A20264336,34.638,GC-4,32.00 ,7000,
A20264337,124.908,GC-4,32.00 ,6900,
A20264338,124.700,GC-4,32.00 ,6900,
A20264339,71.470,GC-4,32.00 ,5900,
A20264340,63.270,GC-4,32.00 ,4900,
A20264341,46.525,GC-4,32.00 ,4900,
A20264342,40.370,GC-4,32.00 ,4900,
A20264343,16.074,GC-4,32.00 ,4901,
A20264344,22.976,GC-4,32.00 ,4901,
A20264345,22.600,GC-4,32.00 ,7900,
A20264346,126.200,GC-4,32.00 ,4940,
A20264347,55.323,GC-4,32.00 ,4900,
A20264348,105.094,GC-4,32.00 ,4900,
A20264349,76.352,GC-4,32.00 ,4900,
A20264350,34.364,GC-4,32.00 ,4900,
A20264351,35.170,GC-4,32.00 ,4900,
A20264352,92.784,GC-4,32.00 ,5970,
A20264353,79.748,GC-4,32.00 ,5970,
A20264354,124.225,GC-4,32.00 ,5900,
A20264355,86.540,GC-4,32.00 ,5700,
A20264356,16.089,GC-4,32.00 ,5220,
A20264357,28.480,GC-4,32.00 ,4900,
A20264358,85.360,GC-4,32.00 ,4901,
A20264359,25.056,GC-4,32.00 ,4901,
A20264360,52.196,GC-4,32.00 ,4901,
A20264361,17.660,GC-4,32.00 ,4901,
A20264362,33.046,GC-4,32.00 ,4901,
A20264363,25.363,GC-4,32.00 ,6400,
A20264364,30.600,GC-4,32.00 ,6400,
A20264365,22.264,GC-4,32.00 ,5000,
A20264366,76.814,GC-4,32.00 ,5000,
A20264367,22.740,GC-4,32.00 ,4600,
A20264368,26.376,GC-4,32.00 ,6350,
A20264369,48.052,GC-4,32.00 ,6350,
A20264370,47.992,GC-4,32.00 ,10900,
A20264371,84.127,GC-4,32.00 ,6540,
A20264372,24.913,GC-4,32.00 ,4900,
A20264373,59.140,GC-4,32.00 ,4901,
A20264374,41.580,GC-4,32.00 ,4901,
A20264375,28.990,GC-4,32.00 ,4901,
A20264376,59.140,GC-4,32.00 ,4900,
A20264377,120.520,GC-4,32.00 ,4900,
A20264378,114.500,GC-4,32.00 ,6400,
A20264379,28.460,GC-4,32.00 ,6400,
A20264380,34.352,GC-4,32.00 ,6400,
A20264381,34.364,GC-4,32.00 ,6400,
A20264382,96.088,GC-4,32.00 ,4900,
A20264383,25.812,GC-5,32.00 ,4900,
A20264384,34.948,GC-5,32.00 ,5995,
