订单号,订单重量,钢种,规格,定尺长度
B20275984,34.438,30C,45,5220
B20275985,25.511,30C,45,4900
B20275986,45.676,30C,45,5530
B20275987,22.087,30C,45,4900
B20275988,40.545,30C,45,11120
B20275989,16.784,30C,45,5900
B20275990,44.074,30C,45,4900
B20275991,21.793,30C,45,4930
B20275992,37.143,30C,45,4900
B20275993,30.066,30C,45,4900
B20275994,34.881,30C,45,7400
B20275995,123.58,30C,45,4900
B20275996,39.551,30C,45,7900
B20275997,39.269,30C,45,7400
B20275998,49.735,30C,45,3820
B20275999,65.042,30C,45,4900
B20276000,25.453,30C,45,6400
B20276001,33.681,30C,45,4830
B20276002,50.103,30C,45,6400
B20276003,66.421,30C,45,4900
B20276004,72.239,30C,45,6400
B20276005,45.245,30C,45,6401
B20276006,25.73,30C,45,4900
B20276007,74.508,30C,45,6400
B20276008,39.442,30C,45,6900
B20276009,56.196,30C,45,4900
B20276010,22.59,30C,45,5150
B20276011,25.776,30C,45,8970
B20276012,55.221,30C,45,6100
B20276013,15.779,30C,45,4900
B20276014,133.233,30C,45,4900
B20276015,36.099,30C,45,4900
B20276016,46.173,30C,45,4900
B20276017,66.097,30C,45,5530
B20276018,27.502,30C,45,4900
B20276019,40.763,30C,45,4830
B20276020,23.104,30C,45,4900
B20276021,104.971,30C,45,4700
B20276022,34.591,30C,45,4900
B20276023,29.289,30C,45,4900
B20276024,42.784,30C,45,7000
B20276025,16.624,30C,45,5970
B20276026,51.767,30C,45,5300
B20276027,73.985,30C,45,5300
B20276028,126.191,30C,45,4900
B20276029,56.123,30C,45,4901
B20276030,24.177,30C,45,4900
B20276031,106.632,30C,45,5900
B20276032,48.188,30C,45,4900
B20276033,48.864,30C,45,4675
B20276034,33.896,30C,45,4900
B20276035,35.032,30C,45,4900
B20276036,30.493,30C,45,4900
B20276037,30.301,30C,45,4900
B20276038,106.16,30C,45,4900
B20276039,21.673,30C,45,5400
B20276040,16.433,30C,45,6400
B20276041,50.065,30C,45,4900
B20276042,29.362,30C,45,9540
B20276043,23.261,30C,45,8100
B20276044,26.096,30C,45,4900
B20276045,60.649,30C,45,6250
B20276046,29.443,30C,45,10620
B20276047,33.445,30C,45,4900
B20276048,27.528,30C,45,10620
B20276049,16.626,30C,45,4600
B20276050,41.157,30C,45,11120
B20276051,127.972,30C,45,4900
B20276052,49.886,30C,45,4901
B20276053,63.413,30C,45,4900
B20276054,48.216,30C,45,4675
B20276055,39.906,30C,45,6600
B20276056,25.718,30C,45,4900
B20276057,95.273,30C,45,4900
B20276058,15.968,30C,45,4900
B20276059,91.796,30C,45,5900
B20276060,72.926,30C,45,4900
B20276061,28.1,30C,45,5200
B20276062,33.975,30C,45,7000
B20276063,43.66,30C,45,8780
B20276064,47.212,30C,45,4940
B20276065,40.156,30C,45,6900
B20276066,28.397,30C,45,7000
B20276067,41.395,30C,45,4900
B20276068,13.451,30C,45,7400
B20276069,50.434,30C,45,6250
B20276070,56.341,30C,45,4900
B20276071,43.619,30C,45,8970
B20276072,36.537,30C,45,5300
B20276073,80.246,30C,45,4900
B20276074,20.328,30C,45,4940
B20276075,75.644,30C,45,6400
B20276076,34.907,30C,45,4900
B20276077,124.618,30C,45,4900
B20276078,23.206,30C,45,10620
B20276079,29.245,30C,45,9540
B20276080,67.872,30C,45,4780
B20276081,81.197,30C,45,4900
B20276082,81.41,30C,45,4900
B20276083,114.1,30C,45,4900
B20276084,35.958,30C,45,11540
B20276085,26.492,30C,45,7300
B20276086,17.751,30C,45,6401
B20276087,52.953,30C,45,4900
B20276088,18.376,30C,45,4900
B20276089,21.194,30C,45,5200
B20276090,29.341,30C,45,9520
B20276091,60.689,30C,45,4900
B20276092,21.788,30C,45,5995
B20276093,30.021,30C,45,4900
B20276094,104.37,30C,45,4900
B20276095,22.842,30C,45,6400
B20276096,63.464,30C,45,8150
B20276097,27.384,30C,45,3820
B20276098,67.138,30C,45,4901
B20276099,107.291,30C,45,4900
B20276100,35.109,30C,45,4950
B20276101,48.193,30C,45,4675
B20276102,34.05,30C,45,4900
B20276103,33.393,30C,45,5000
B20276104,28.63,30C,45,7000
B20276105,30.44,30C,45,4500
B20276106,22.725,30C,45,10620
B20276107,57.651,30C,45,6100
B20276108,54.921,30C,45,4900
B20276109,22.925,30C,45,5200
B20276110,95.702,30C,45,4900
B20276111,59.164,30C,45,4700
B20276112,42.955,30C,45,4900
B20276113,39.066,30C,45,6900
B20276114,34.821,30C,45,4950
B20276115,53.271,30C,45,3820
B20276116,33.87,30C,45,5300
B20276117,16.363,30C,45,6400
B20276118,128.074,30C,45,4900
B20276119,23.591,30C,45,4940
B20276120,21.704,30C,45,4940
B20276121,23.897,30C,45,4900
B20276122,34.122,30C,45,4900
B20276123,18.388,30C,45,4900
B20276124,16.191,30C,45,4600
B20276125,38.194,30C,45,4900
B20276126,29.2,30C,45,4900
B20276127,74.886,30C,45,4901
B20276128,33.285,30C,45,4900
B20276129,32.178,30C,45,7400
B20276130,30.667,30C,45,4900
B20276131,40.325,30C,45,4900
B20276132,30.12,30C,45,4900
B20276133,23.127,30C,45,4675
B20276134,62.621,30C,45,4900
B20276135,43.303,30C,45,4700
B20276136,20.686,30C,45,6300
B20276137,104.923,30C,45,4900
B20276138,21.324,30C,45,4940
B20276139,29.039,30C,45,4900
B20276140,33.806,30C,45,10500
B20276141,143.434,30C,45,6400
B20276142,67.915,30C,45,4900
B20276143,39.595,30C,45,4900
B20276144,37.59,30C,45,6400
B20276145,22.96,30C,45,5400
B20276146,50.096,30C,45,4901
B20276147,45.655,30C,45,8200
B20276148,14.754,30C,45,9540
B20276149,38.949,30C,45,4900
B20276150,30.339,30C,45,4901
B20276151,29.719,30C,45,4500
B20276152,35.024,30C,45,4900
B20276153,22.593,30C,45,8100
B20276154,100.374,30C,45,4630
B20276155,48.049,30C,45,7000
B20276156,49.674,30C,45,4900
B20276157,57.883,30C,45,6100
B20276158,23.629,30C,45,4900
B20276159,28.971,30C,45,6300
B20276160,24.694,30C,45,4900
B20276161,66.054,30C,45,7000
B20276162,54.159,30C,45,4750
B20276163,24.605,30C,45,4900
B20276164,42.867,30C,45,4630
B20276165,23.273,30C,45,4900
B20276166,37.574,30C,45,4900
B20276167,64.852,30C,45,4900
B20276168,47.911,30C,45,4675
B20276169,96.911,30C,45,4901
B20276170,34.776,30C,45,4900
B20276171,31.153,30C,45,4900
B20276172,23.332,30C,45,4970
B20276173,21.378,30C,45,4901
B20276174,100.453,30C,45,4900
B20276175,27.08,30C,45,4900
B20276176,33.355,30C,45,5150
B20276177,49.421,30C,45,4600
B20276178,46.238,30C,45,8150
B20276179,48.437,30C,45,8200
B20276180,34.48,30C,45,4900
B20276181,25.201,30C,45,5530
B20276182,49.023,30C,45,4900
B20276183,28.75,30C,45,4700
B20276184,40.338,30C,45,4900
B20276185,15.807,30C,45,4970
B20276186,81.991,30C,45,4900
B20276187,29.979,30C,45,6400
B20276188,41.534,30C,45,5995
B20276189,34.592,30C,45,4900
B20276190,67.131,30C,45,4780
B20276191,22.343,30C,45,5150
B20276192,21.444,30C,45,12300
B20276193,34.222,30C,45,4900
B20276194,20.836,30C,45,12300
B20276195,14.639,30C,45,3820
B20276196,60.7,30C,45,6400
B20276197,80.989,30C,45,4901
B20276198,32.02,30C,45,4901
B20276199,22.962,30C,45,4800
B20276200,33.146,30C,45,5700
B20276201,136.541,30C,45,4900
B20276202,30.612,30C,45,3800
B20276203,28.137,30C,45,9540
B20276204,36.342,30C,45,6400
B20276205,54.688,30C,45,7080
B20276206,41.778,30C,45,4900
B20276207,21.406,30C,45,4930
B20276208,44.106,30C,45,4900
B20276209,27.408,30C,45,9540
B20276210,24.97,30C,45,4525
B20276211,48.843,30C,45,6300
B20276212,63.944,30C,45,4900
B20276213,78.758,30C,45,4900
B20276214,52.119,30C,45,4900
B20276215,56.701,30C,45,4700
B20276216,46.871,30C,45,4900
B20276217,23.292,30C,45,5150
B20276218,22.217,30C,45,4675
B20276219,97.978,30C,45,5900
B20276220,31.952,30C,45,4900
B20276221,19.96,30C,45,9340
B20276222,29.231,30C,45,4940
B20276223,46.259,30C,45,6400
B20276224,49.491,30C,45,3820
B20276225,22.208,30C,45,6250
B20276226,36.092,30C,45,4900
B20276227,67.353,30C,45,4900
B20276228,23.81,30C,45,4630
B20276229,43.788,30C,45,4900
B20276230,27.548,30C,45,4900
B20276231,33.735,30C,45,5330
B20276232,56.213,30C,45,4900
B20276233,69.489,30C,45,4900
B20276234,22.228,30C,45,7300
B20276235,40.291,30C,45,6900
B20276236,34.68,30C,45,4900
B20276237,21.776,30C,45,7900
B20276238,21.444,30C,45,4901
B20276239,24.007,30C,45,8100
B20276240,24.59,30C,45,6400
B20276241,127.468,30C,45,4900
B20276242,22.445,30C,45,5550
B20276243,34.156,30C,45,4900
B20276244,24.896,30C,45,4900
B20276245,33.217,30C,45,4900
B20276246,53.132,30C,45,4901
B20276247,78.51,30C,45,4780
B20276248,22.687,30C,45,5200
B20276249,33.66,30C,45,4900
B20276250,62.156,30C,45,4900
B20276251,27.487,30C,45,4900
B20276252,41.745,30C,45,4900
B20276253,22.504,30C,45,4900
B20276254,120.249,30C,45,4900
B20276255,26.581,30C,45,5530
B20276256,29.321,30C,45,7000
B20276257,15.344,30C,45,4900
B20276258,149.615,30C,45,4900
B20276259,62.496,30C,45,4900
B20276260,32.141,30C,45,7000
B20276261,32.188,30C,45,4900
B20276262,96.317,30C,45,4900
B20276263,25.016,30C,45,4900
B20276264,25.085,30C,45,4900
B20276265,27.56,30C,45,8970
B20276266,22.453,30C,45,4930
B20276267,102.008,30C,45,5900
B20276268,139.076,30C,45,4900
B20276269,27.833,30C,45,10620
B20276270,24.715,30C,45,6400
B20276271,29.523,30C,45,4900
B20276272,116.049,30C,45,4900
B20276273,71.621,30C,45,4700
B20276274,21.749,30C,45,4900
B20276275,48.67,30C,45,4900
B20276276,32.875,30C,45,4900
B20276277,36.56,30C,45,4900
B20276278,35.552,30C,45,4970
B20276279,35.521,30C,45,5330
B20276280,56.379,30C,45,6400
B20276281,74.617,30C,45,4830
B20276282,46.161,30C,45,5970
B20276283,36.937,30C,45,7400
B20276284,69.561,30C,45,4900
B20276285,67.579,30C,45,7000
B20276286,28.118,30C,45,4900
B20276287,41.465,30C,45,10060
B20276288,61.26,30C,45,4901
B20276289,28.205,30C,45,9540
B20276290,92.7,30C,45,4420
B20276291,54.637,30C,45,7392
B20276292,28.962,30C,45,5200
B20276293,64.74,30C,45,4900
B20276294,65.841,30C,45,4900
B20276295,30.532,30C,45,4900
B20276296,16.12,30C,45,6400
B20276297,41.513,30C,45,4900
B20276298,92.836,30C,45,6350
B20276299,21.979,30C,45,4900
B20276300,30.273,30C,45,4930
B20276301,33.824,30C,45,4940
B20276302,80.022,30C,45,5300
B20276303,69.015,30C,45,6400
B20276304,35.144,30C,45,4900
B20276305,46.239,30C,45,5530
B20276306,22.301,30C,45,5995
B20276307,54.484,30C,45,5200
B20276308,21.603,30C,45,7300
B20276309,90.83,30C,45,4900
B20276310,56.481,30C,45,4900
B20276311,29.508,30C,45,6300
B20276312,104.048,30C,45,4901
B20276313,16.637,30C,45,5900
B20276314,56.788,30C,45,4900
B20276315,42.292,30C,45,6600
B20276316,29.554,30C,45,9540
B20276317,75.102,30C,45,4900
B20276318,28.544,30C,45,4700
B20276319,23.246,30C,45,6250
B20276320,21.972,30C,45,5530
B20276321,19.104,30C,45,6300
B20276322,22.721,30C,45,5300
B20276323,22.902,30C,45,5400
B20276324,51.634,30C,45,4901
B20276325,29.473,30C,45,5300
B20276326,23.36,30C,45,4900
B20276327,89.392,30C,45,9520
B20276328,109.764,30C,45,4900
B20276329,28.753,30C,45,5150
B20276330,59.008,30C,45,4901
B20276331,47.313,30C,45,4940
B20276332,44.27,30C,45,7400
B20276333,47.366,30C,45,4900
B20276334,70.567,30C,45,4830
B20276335,28.78,30C,45,4700
B20276336,68.978,30C,45,5330
B20276337,23.136,30C,45,5150
B20276338,29.211,30C,45,9540
B20276339,99.011,30C,45,6400
B20276340,23.047,30C,45,6250
B20276341,125.153,30C,45,4900
B20276342,35.183,30C,45,4900
B20276343,23.004,30C,45,5530
B20276344,46.367,30C,45,4900
B20276345,56.315,30C,45,4900
B20276346,25.479,30C,45,4900
B20276347,39.054,30C,45,4900
B20276348,22.048,30C,45,6400
B20276349,41.588,30C,45,5900
B20276350,70.175,30C,45,4900
B20276351,67.967,30C,45,4780
B20276352,33.87,30C,45,4900
B20276353,66.8,30C,45,4900
B20276354,26.895,30C,45,4900
B20276355,31.708,30C,45,4901
B20276356,24.072,30C,45,4900
B20276357,31.663,30C,45,4900
B20276358,69.971,30C,45,4900
B20276359,38.099,30C,45,4900
B20276360,41.403,30C,45,5900
B20276361,14.704,30C,45,9540
B20276362,40.782,30C,45,10060
B20276363,16.811,30C,45,5970
B20276364,50.425,30C,45,6400
B20276365,35.85,30C,45,4900
B20276366,29.744,30C,45,4900
B20276367,106.085,30C,45,4900
B20276368,15.102,30C,45,9540
B20276369,41.598,30C,45,4900
B20276370,124.395,30C,45,4900
B20276371,96.557,30C,45,4901
B20276372,21.58,30C,45,4795
B20276373,22.04,30C,45,5150
B20276374,53.823,30C,45,5470
B20276375,113.154,30C,45,4900
B20276376,13.203,30C,45,6400
B20276377,61.737,30C,45,5900
B20276378,21.827,30C,45,4900
B20276379,55.714,30C,45,7392
B20276380,28.185,30C,45,4900
B20276381,29.086,30C,45,11540
B20276382,43.314,30C,45,4630
B20276383,28.591,30C,45,4700
B20276384,16.061,30C,45,5900
B20276385,23.791,30C,45,4900
B20276386,54.824,30C,45,4700
B20276387,119.594,30C,45,4900
B20276388,70.7,30C,45,4420
B20276389,22.895,30C,45,10860
B20276390,26.165,30C,45,5530
B20276391,51.794,30C,45,5300
B20276392,22.582,30C,45,5530
B20276393,14.888,30C,45,9540
B20276394,75.834,30C,45,5300
B20276395,27.22,30C,45,10620
B20276396,12.986,30C,45,7400
B20276397,21.61,30C,45,5080
B20276398,49.143,30C,45,6400
B20276399,28.752,30C,45,4500
B20276400,71.173,30C,45,4830
B20276401,36.999,30C,45,4900
B20276402,31.356,30C,45,8100
B20276403,51.404,30C,45,6700
B20276404,52.572,30C,45,4900
B20276405,20.217,30C,45,5200
B20276406,97.945,30C,45,4900
B20276407,69.955,30C,45,6400
B20276408,29.487,30C,45,6700
B20276409,26.228,30C,45,6400
B20276410,22.005,30C,45,5530
B20276411,29.189,30C,45,12300
B20276412,63.873,30C,45,5700
B20276413,22.128,30C,45,4675
B20276414,15.655,30C,45,9540
B20276415,56.69,30C,45,4900
B20276416,47.505,30C,45,11120
B20276417,28.282,30C,45,10620
B20276418,33.663,30C,45,5220
B20276419,53.422,30C,45,4900
B20276420,41.366,30C,45,4900
B20276421,41.396,30C,45,4900
B20276422,31.514,30C,45,4900
B20276423,23.162,30C,45,5200
B20276424,30.511,30C,45,4901
B20276425,21.651,30C,45,4900
B20276426,34.55,30C,45,4900
B20276427,65.26,30C,45,4900
B20276428,29.292,30C,45,4900
B20276429,22.623,30C,45,4901
B20276430,36.079,30C,45,5000
B20276431,40.701,30C,45,6300
B20276432,69.507,30C,45,4900
B20276433,21.452,30C,45,4900
B20276434,35.014,30C,45,4900
B20276435,60.448,30C,45,6400
B20276436,52.745,30C,45,4900
B20276437,22.4,30C,45,4940
B20276438,73.351,30C,45,4900
B20276439,45.556,30C,45,4675
B20276440,49.55,30C,45,4901
B20276441,84.248,30C,45,4815
B20276442,16.286,30C,45,6400
B20276443,25.263,30C,45,9520
B20276444,65.725,30C,45,11120
B20276445,24.908,30C,45,6400
B20276446,50.079,30C,45,4900
B20276447,37.476,30C,45,4900
B20276448,140.077,30C,45,8780
B20276449,71.262,30C,45,4900
B20276450,38.237,30C,45,6400
B20276451,21.621,30C,45,10620
B20276452,62.467,30C,45,5700
B20276453,22.472,30C,45,4675
B20276454,109.678,30C,45,7000
B20276455,40.893,30C,45,4900
B20276456,37.934,30C,45,4900
B20276457,57.254,30C,45,6300
B20276458,60.861,30C,45,6400
B20276459,23.701,30C,45,4900
B20276460,22.855,30C,45,4795
B20276461,31.583,30C,45,6900
B20276462,93.443,30C,45,4900
B20276463,59.117,30C,45,4900
B20276464,70.57,30C,45,4420
B20276465,31.04,30C,45,6350
B20276466,40.176,30C,45,4900
B20276467,31.2,30C,45,4900
B20276468,63.304,30C,45,4900
B20276469,65.299,30C,45,4780
B20276470,44.466,30C,45,4900
B20276471,28.756,30C,45,4795
B20276472,29.288,30C,45,10860
B20276473,116.173,30C,45,8100
B20276474,47.598,30C,45,4900
B20276475,28.917,30C,45,5200
B20276476,43.85,30C,45,4900
B20276477,34.415,30C,45,4900
B20276478,31.048,30C,45,4900
B20276479,55.958,30C,45,6400
B20276480,106.608,30C,45,6400
B20276481,73.063,30C,45,10000
B20276482,109.088,30C,45,4900
B20276483,100.509,30C,45,4900
B20276484,34.689,30C,45,6400
B20276485,95.264,30C,45,4900
B20276486,100.211,30C,45,4900
B20276487,56.636,30C,45,8150
B20276488,38.195,30C,45,4970
B20276489,40.43,30C,45,4900
B20276490,23.359,30C,45,5000
B20276491,30.295,30C,45,6900
B20276492,26.166,30C,45,10620
B20276493,48.255,30C,45,5600
B20276494,22.868,30C,45,11000
B20276495,15.728,30C,45,9540
B20276496,102.748,30C,45,4900
B20276497,46.231,30C,45,5300
B20276498,59.05,30C,45,6400
B20276499,42.832,30C,45,4900
B20276500,16.281,30C,45,5300
B20276501,40.817,30C,45,4900
B20276502,53.937,30C,45,7392
B20276503,25.782,30C,45,10620
B20276504,53.617,30C,45,5470
B20276505,49.048,30C,45,4900
B20276506,12.845,30C,45,7400
B20276507,99.362,30C,45,4900
B20276508,24.64,30C,45,7400
B20276509,29.323,30C,45,6300
B20276510,18.355,30C,45,6900
B20276511,64.78,30C,45,7000
B20276512,31.055,30C,45,4750
B20276513,16.031,30C,45,4900
B20276514,66.858,30C,45,4420
B20276515,94.463,30C,45,8970
B20276516,60.834,30C,45,5900
B20276517,70.147,30C,45,4700
B20276518,30.97,30C,45,4901
B20276519,27.351,30C,45,10620
B20276520,34.08,30C,45,4900
B20276521,36.509,30C,45,6400
B20276522,22.902,30C,45,4795
B20276523,78.529,30C,45,4900
B20276524,27.638,30C,45,12300
B20276525,36.483,30C,45,4900
B20276526,113.469,30C,45,4900
B20276527,21.838,GB40,28,4900
B20276528,34.819,GB40,28,5900
B20276529,16.82,GB40,28,4900
B20276530,18.46,GB40,28,4500
B20276531,22.955,GB40,28,7900
B20276532,135.191,GB40,28,7750
B20276533,25.536,GB40,28,6900
B20276534,129.03,GB40,28,4900
B20276535,85.006,GB40,28,7000
B20276536,27.976,GB40,28,6250
B20276537,39.003,GB40,28,4900
B20276538,45.029,GB40,28,6780
B20276539,27.845,GB40,28,7000
B20276540,73.55,GB40,28,5900
B20276541,40.017,GB40,28,4900
B20276542,71.805,GB40,28,5900
B20276543,34.765,GB40,28,4900
B20276544,29.243,GB40,28,6250
B20276545,22.345,GB40,28,7000
B20276546,67.612,GB40,28,4900
B20276547,22.422,GB40,28,10680
B20276548,45.129,GB40,28,7750
B20276549,70.533,GB40,28,4900
B20276550,22.256,GB40,28,5900
B20276551,36.589,GB40,28,3900
B20276552,30.129,GB40,28,5200
B20276553,140.478,GB40,28,6100
B20276554,33.229,GB40,28,6100
B20276555,122.837,GB40,28,6100
B20276556,33.556,GB40,28,6200
B20276557,78.598,GB40,28,7000
B20276558,34.28,GB40,28,4900
B20276559,108.731,GB40,28,6100
B20276560,73.201,GB40,28,6100
B20276561,143.539,GB40,28,6100
B20276562,81.473,GB40,28,4900
B20276563,13.528,GB40,28,4900
B20276564,22.597,GB40,28,7000
B20276565,139.683,GB40,28,6100
B20276566,116.587,GB40,28,6650
B20276567,54.471,GB40,28,7000
B20276568,126.112,GB40,28,4400
B20276569,45.329,GB40,28,4750
B20276570,147.818,GB40,28,4550
B20276571,61.216,GB40,28,5400
B20276572,75.422,GB40,28,4900
B20276573,96.139,GB40,28,6100
B20276574,50.564,GB40,28,6400
B20276575,139.596,GB40,28,7750
B20276576,56.195,GB40,28,6650
B20276577,79.036,GB40,28,7900
B20276578,93.003,GB40,28,6400
B20276579,19.648,GB40,28,4900
B20276580,125.609,GB40,28,6100
B20276581,119.553,GB40,28,6100
B20276582,38.364,GB40,28,7000
B20276583,35.261,GB40,28,6800
B20276584,23.103,GB40,28,4900
B20276585,21.764,GB40,28,6900
B20276586,35.036,GB40,28,4900
B20276587,131.185,GB40,28,6100
B20276588,61.856,GB40,28,4900
B20276589,93.922,GB40,28,10680
B20276590,51.281,GB40,28,4900
B20276591,22.632,GB40,28,5018
B20276592,21.589,GB40,28,7000
B20276593,23.815,GB40,28,6550
B20276594,35.463,GB40,28,5900
B20276595,59.894,GB40,28,6300
B20276596,22.535,GB40,28,4900
B20276597,22.203,GB40,28,5900
B20276598,22.524,GB40,28,7000
B20276599,28.318,GB40,28,5900
B20276600,33.472,GB40,28,5060
B20276601,58.079,GB40,28,6650
B20276602,38.984,GB40,28,7000
B20276603,26.88,GB40,28,5900
B20276604,21.607,GB40,28,5360
B20276605,58.392,GB40,28,4900
B20276606,125.458,GB40,28,6100
B20276607,45.44,GB40,28,6900
B20276608,140.628,GB40,28,7750
B20276609,21.13,GB40,28,5900
B20276610,49.646,GB40,28,4500
B20276611,47.476,GB40,28,8400
B20276612,72.74,GB40,28,5000
B20276613,41.342,GB40,28,4900
B20276614,59.87,GB40,28,6550
B20276615,83.95,GB40,28,6550
B20276616,124.491,GB40,28,6100
B20276617,78.179,GB40,28,6400
B20276618,46.556,GB40,28,5200
B20276619,52.763,GB40,28,5900
B20276620,57.965,GB40,28,6100
B20276621,42.495,GB40,28,8050
B20276622,35.392,GB40,28,7960
B20276623,75.17,GB40,28,4900
B20276624,45.383,GB40,28,3900
B20276625,47.567,GB40,28,6400
B20276626,136.203,GB40,28,4900
B20276627,39.166,GB40,28,7000
B20276628,103.586,GB40,28,4900
B20276629,28.439,GB40,28,7000
B20276630,28.025,GB40,28,11400
B20276631,27.711,GB40,28,5400
B20276632,73.066,GB40,28,6100
B20276633,54.842,GB40,28,8900
B20276634,33.981,GB40,28,5600
B20276635,126.297,GB40,28,6100
B20276636,56.496,GB40,28,6100
B20276637,40.401,GB40,28,8400
B20276638,81.971,GB40,28,6360
B20276639,33.385,GB40,28,6100
B20276640,73.439,GB40,28,5900
B20276641,28.462,GB40,28,5900
B20276642,45.087,GB40,28,9000
B20276643,35.774,GB40,28,11400
B20276644,21.867,GB40,28,8230
B20276645,25.161,GB40,28,6900
B20276646,50.367,GB40,28,6100
B20276647,88.435,GB40,28,6400
B20276648,148.603,GB40,28,6100
B20276649,50.849,GB40,28,5000
B20276650,58.114,GB40,28,4900
B20276651,47.448,GB40,28,8280
B20276652,18.776,GB40,28,4900
B20276653,60.673,GB40,28,5900
B20276654,28.527,GB40,28,11050
B20276655,33.52,GB40,28,4900
B20276656,86.858,GB40,28,11050
B20276657,21.368,GB40,28,10680
B20276658,22.754,GB40,28,5900
B20276659,21.736,GB40,28,6140
B20276660,22.347,GB40,28,5900
B20276661,34.316,GB40,28,5900
B20276662,24.445,GB40,28,5200
B20276663,46.114,GB40,28,6780
B20276664,30.5,GB40,28,4900
B20276665,51.327,GB40,28,4900
B20276666,69.78,GB40,28,6400
B20276667,69.919,GB40,28,4900
B20276668,132.782,GB40,28,7750
B20276669,28.867,GB40,28,5900
B20276670,27.722,GB40,28,4500
B20276671,21.9,GB40,28,4900
B20276672,34.462,GB40,28,6400
B20276673,33.436,GB40,28,4900
B20276674,30.144,GB40,28,4900
B20276675,53.8,GB40,28,7000
B20276676,21.237,GB40,28,7000
B20276677,49.981,GB40,28,6100
B20276678,29.06,GB40,28,4900
B20276679,29.433,GB40,28,6400
B20276680,22.404,GB40,28,8230
B20276681,92.527,GB40,28,6100
B20276682,118.252,GB40,28,5400
B20276683,63.254,GB40,28,6300
B20276684,39.453,GB40,28,4900
B20276685,127.908,GB40,28,6100
B20276686,24.564,GB40,28,6400
B20276687,22.314,GB40,28,6400
B20276688,26.734,GB40,28,5900
B20276689,21.614,GB40,28,4900
B20276690,92.745,GB40,28,4950
B20276691,28.227,GB40,28,5900
B20276692,22.332,GB40,28,5360
B20276693,25.331,GB40,28,6400
B20276694,74.418,GB40,28,5900
B20276695,146.836,GB40,28,6100
B20276696,57.94,GB40,28,5900
B20276697,16.364,GB40,28,5900
B20276698,35.52,GB40,28,7960
B20276699,118.906,GB40,28,6100
B20276700,21.254,GB40,28,5900
B20276701,40.406,GB40,28,4900
B20276702,94.127,GB40,28,5900
B20276703,21.395,GB40,28,5900
B20276704,59.379,GB40,28,6650
B20276705,23.158,GB40,28,4900
B20276706,54.708,GB40,28,4900
B20276707,21.966,GB40,28,7000
B20276708,22.485,GB40,28,5900
B20276709,23.042,GB40,28,6780
B20276710,47.107,GB40,28,8050
B20276711,78.952,GB40,28,4550
B20276712,25.876,GB40,28,6400
B20276713,33.472,GB40,28,5900
B20276714,35.108,GB40,28,5900
B20276715,84.924,GB40,28,7000
B20276716,73.664,GB40,28,6400
B20276717,40.691,GB40,28,6400
B20276718,62.551,GB40,28,5900
B20276719,41.828,GB40,28,4900
B20276720,109.081,GB40,28,5150
B20276721,47.702,GB40,28,6400
B20276722,68.675,GB40,28,6100
B20276723,129.763,GB40,28,7900
B20276724,145.117,GB40,28,4500
B20276725,34.341,GB40,28,4900
B20276726,15.339,GB40,28,4600
B20276727,36.053,GB40,28,8280
B20276728,26.221,GB40,28,6400
B20276729,39.047,GB40,28,5900
B20276730,74.242,GB40,28,5000
B20276731,34.774,GB40,28,8280
